stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1008,1008,"CENTER AVE + BRONX AVE",,40.520542,-80.039529,01,,,,,0
1009,1009,"CENTER AVE + CHALFONTE AVE",,40.520324,-80.038181,01,,,,,0
101,99905,"WILLOW STATION",,40.365186,-80.026632,01,,,,,0
1010,1010,"CENTER AVE + WAVERLY AVE",,40.517416,-80.035841,01,,,,,0
1011,1011,"CENTER AVE + PERRY HWY",,40.518114,-80.031798,01,,,,,0
10115,10115,"LEBANON CHURCH RD + BOMBARDIER",,40.346247,-79.957045,01,,,,,0
10120,10120,"MIFFLIN RD + SLATE",,40.381351,-79.927594,01,,,,,0
10127,10127,"E CARSON ST + 27TH ST",,40.427077,-79.966831,01,,,,,0
10128,10128,"E CARSON ST + 26TH",,40.427492,-79.968210,01,,,,,0
10129,10129,"SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE",,40.330153,-79.923501,01,,,,,0
1013,1013,"CENTER AVE + PERRY HWY FS (STEPS)",,40.518018,-80.032448,01,,,,,0
10130,10130,"HWY RT 885 + GORDENS",,40.335958,-79.936625,01,,,,,0
10131,10131,"HWY RT 885 + HUSTON",,40.338381,-79.937652,01,,,,,0
10144,10144,"HWY RT 51 + PRIMANTI BROTHERS",,40.323893,-79.943333,01,,,,,0
10147,10147,"FOURTH AVE + PPG ENTRANCE",,40.440204,-80.003579,01,,,,,0
1015,1015,"CENTER AVE + WAVERLY AVE",,40.517462,-80.035564,01,,,,,0
10157,10157,"BALDWIN ST + HOLY ANGEL SCHOOL",,40.387721,-79.932638,01,,,,,0
10158,10158,"BALDWIN ST + RAMP ST BRIDGE",,40.386967,-79.932676,01,,,,,0
10159,10159,"MIFFLIN RD + HAYS SCHOOL",,40.382969,-79.929993,01,,,,,0
1016,1016,"CENTER AVE + CHALFONTE AVE",,40.520224,-80.037876,01,,,,,0
10160,10160,"MIFFLIN RD + #669",,40.381897,-79.928452,01,,,,,0
1018,1018,"CENTER AVE + COLUMBIA AVE FS",,40.520235,-80.042286,01,,,,,0
1019,1019,"CENTER AVE + CORNELL AVE",,40.519643,-80.043542,01,,,,,0
10197,10197,"HWY RT 885 + SPARTZ DR",,40.328124,-79.931677,01,,,,,0
102,99904,"BON AIR STATION",,40.408156,-80.003178,01,,,,,0
10214,10214,"HWY RT 885 + HUSTON",,40.338258,-79.937829,01,,,,,0
10215,10215,"HWY RT 885 + GORDENS",,40.335938,-79.936816,01,,,,,0
10222,10222,"HWY RT 51 + PRIMANTI BROTHERS",,40.324586,-79.943816,01,,,,,0
10246,10246,"WALNUT ST + LINDEN",,40.314624,-79.829663,01,,,,,0
10248,10248,"WALNUT ST + #4913",,40.316331,-79.832916,01,,,,,0
10249,10249,"WALNUT ST + LARCH FS",,40.318385,-79.834048,01,,,,,0
10251,10251,"WALNUT ST + GRANT",,40.319932,-79.835255,01,,,,,0
10252,10252,"OLYMPIA DRIVEWAY AT LIFE SPAN",,40.322249,-79.834844,01,,,,,0
10254,10254,"WALNUT ST + EXXON STATION",,40.325893,-79.839409,01,,,,,0
10255,10255,"WALNUT ST + EDEN PARK FS",,40.327762,-79.840427,01,,,,,0
10258,10258,"WALNUT ST + 33RD FS",,40.330177,-79.842326,01,,,,,0
10259,10259,"WALNUT ST + 31ST FS",,40.330952,-79.843547,01,,,,,0
10260,10260,"WALNUT ST + 30TH FS",,40.331936,-79.845149,01,,,,,0
10262,10262,"WALNUT ST + 28TH",,40.332712,-79.846427,01,,,,,0
10263,10263,"WALNUT ST + 27TH FS",,40.333570,-79.847826,01,,,,,0
10265,10265,"WALNUT ST + 25TH FS",,40.334711,-79.849731,01,,,,,0
10266,10266,"WALNUT ST + CP INDUSTRIES",,40.335701,-79.851522,01,,,,,0
10267,10267,"WALNUT ST + SUNOCO STATION",,40.336469,-79.852917,01,,,,,0
10271,10271,"WALNUT ST + 12TH",,40.343472,-79.863172,01,,,,,0
103,99903,"BON AIR STATION",,40.407736,-80.003113,01,,,,,0
10364,10364,"WALNUT ST + 9TH",,40.347303,-79.864216,01,,,,,0
10370,10370,"WALNUT ST + 13TH",,40.342472,-79.862240,01,,,,,0
10371,10371,"WALNUT ST + 14TH",,40.341186,-79.860977,01,,,,,0
10372,10372,"WALNUT ST + 15TH FS",,40.339546,-79.859517,01,,,,,0
10373,10373,"WALNUT ST + SUNOCO STATION",,40.336416,-79.852997,01,,,,,0
10374,10374,"WALNUT ST + CP INDUSTRIES",,40.335656,-79.851621,01,,,,,0
10375,10375,"WALNUT ST + 25TH",,40.334550,-79.849625,01,,,,,0
10377,10377,"WALNUT ST + 28TH",,40.332788,-79.846717,01,,,,,0
10378,10378,"WALNUT ST + #2906",,40.331945,-79.845342,01,,,,,0
10380,10380,"WALNUT ST + 33RD",,40.329979,-79.842189,01,,,,,0
10382,10382,"WALNUT ST + EDEN PARK",,40.327422,-79.840363,01,,,,,0
10383,10383,"WALNUT ST + EXXON STATION",,40.325772,-79.839474,01,,,,,0
10384,10384,"WALNUT ST + LONG RUN",,40.324179,-79.839157,01,,,,,0
10386,10386,"WALNUT ST + GRANT",,40.319853,-79.835293,01,,,,,0
10388,10388,"WALNUT ST + LARCH",,40.318261,-79.834106,01,,,,,0
10389,10389,"WALNUT ST + WORTHINGTON",,40.316427,-79.833302,01,,,,,0
10390,10390,"WALNUT ST + CENTER",,40.315688,-79.831718,01,,,,,0
10391,10391,"WALNUT ST + LINDEN",,40.314645,-79.829811,01,,,,,0
104,99902,"OVERBROOK JUNCTION",,40.365906,-80.027101,01,,,,,0
1043,1043,"BABCOCK BLVD + THOMPSON",,40.510838,-79.993691,01,,,,,0
1044,1044,"THOMPSON RUN RD + RADCLIFFE",,40.517544,-79.993546,01,,,,,0
1045,1045,"THOMPSON RUN RD + WOODBRIDGE DR",,40.518309,-79.992907,01,,,,,0
1046,1046,"THOMPSON RUN RD + #218",,40.519772,-79.991928,01,,,,,0
10464,10464,"WALNUT ST + 5TH",,40.350901,-79.864903,01,,,,,0
1047,1047,"THOMPSON RUN RD + MILLER",,40.522286,-79.990921,01,,,,,0
1048,1048,"THOMPSON RUN RD + LOIRE VALLEY",,40.524227,-79.988714,01,,,,,0
105,99901,"OVERBROOK JUNCTION",,40.365888,-80.027136,01,,,,,0
1050,1050,"THOMPSON RUN RD + SIEBERT",,40.528952,-79.990181,01,,,,,0
10518,10518,"LONG RUN RD + SUNSET",,40.335058,-79.811558,01,,,,,0
1052,1052,"THOMPSON RUN RD + ABARD",,40.531605,-79.990242,01,,,,,0
1053,1053,"THOMPSON RUN RD + HODIL",,40.534733,-79.990341,01,,,,,0
1055,1055,"THOMPSON RUN RD + CHERRINGTON",,40.536466,-79.990282,01,,,,,0
10550,10550,"EDEN PARK BLVD + MCKEESPORT HIGH SCHOOL DRVWY",,40.344907,-79.830532,01,,,,,0
10552,10552,"EDEN PARK BLVD + MAYFAIR",,40.343353,-79.829344,01,,,,,0
1056,1056,"THOMPSON RUN RD + BERKLEY MEADOWS",,40.538152,-79.989930,01,,,,,0
1057,1057,"THOMPSON RUN RD + WHITE OAK",,40.541928,-79.992309,01,,,,,0
10579,10579,"VERSAILLES AVE + CRAIG",,40.345079,-79.839339,01,,,,,0
1058,1058,"THOMPSON RUN RD + SUTTER",,40.543215,-79.993360,01,,,,,0
10582,10582,"VERSAILLES AVE + HAMILTON",,40.345428,-79.844212,01,,,,,0
10583,10583,"VERSAILLES AVE + MAPLE",,40.345531,-79.845792,01,,,,,0
10584,10584,"VERSAILLES AVE + PACKER",,40.345661,-79.847710,01,,,,,0
10585,10585,"VERSAILLES AVE + EVANS",,40.345863,-79.849266,01,,,,,0
10588,10588,"EVANS AVE + COLFAX",,40.348013,-79.849425,01,,,,,0
1059,1059,"AMITY DR + SUTTER",,40.543755,-79.992481,01,,,,,0
10592,10592,"MCKEESPORT TRANSPORTATION CENTER + BAY #4",,40.352267,-79.861248,01,,,,,0
10593,10593,"LONG RUN RD + COOLSPRINGS",,40.332924,-79.813602,01,,,,,0
1060,1060,"AMITY DR + BLAZE",,40.544802,-79.993181,01,,,,,0
1061,1061,"AMITY DR + #212",,40.545857,-79.994511,01,,,,,0
1062,1062,"AMITY DR + LINGAY",,40.547461,-79.994557,01,,,,,0
10628,10628,"EDEN PARK BLVD + VICTORY DR",,40.345673,-79.830978,01,,,,,0
10629,10629,"EDEN PARK BLVD + ONEIL",,40.347419,-79.832327,01,,,,,0
1063,1063,"AMITY DR + CARRIAGE HILL",,40.548927,-79.996315,01,,,,,0
1066,1066,"MCINTYRE DR + CHARTERWOOD",,40.551776,-80.000555,01,,,,,0
10666,10666,"MCCLEARY ST + FORD",,40.346224,-79.838546,01,,,,,0
10667,10667,"MCCLEARY ST + VERSAILLES",,40.345069,-79.838679,01,,,,,0
10668,10668,"EVANS AVE + LAMONT",,40.346713,-79.849343,01,,,,,0
1068,1068,"LAURELWOOD DR + FENWICK",,40.552144,-80.002260,01,,,,,0
1069,1069,"LAURELWOOD DR + #126",,40.551855,-80.005049,01,,,,,0
1070,1070,"LAURELWOOD DR + ENNERDALE",,40.551525,-80.006574,01,,,,,0
10700,10700,"LINCOLN HWY + LINCOLN SQ SR CITIZEN HOME",,40.387370,-79.828141,01,,,,,0
1071,1071,"REMINGTON DR + #210",,40.552584,-80.007390,01,,,,,0
1072,1072,"REMINGTON DR + WALDWICK",,40.553924,-80.007410,01,,,,,0
1073,1073,"REMINGTON DR + BALMORAL #1",,40.554954,-80.007464,01,,,,,0
1074,1074,"REMINGTON DR + REGENCY",,40.555956,-80.007523,01,,,,,0
10748,10748,"LINCOLN HWY + LINCOLN SQ SR CITIZEN HOME",,40.386925,-79.827746,01,,,,,0
1075,1075,"REMINGTON DR + BALMORAL #2",,40.558210,-80.008644,01,,,,,0
1077,1077,"REMINGTON DR + HAZLETT",,40.559823,-80.010634,01,,,,,0
1078,1078,"REMINGTON DR + PEEBLES",,40.561295,-80.012953,01,,,,,0
10815,10815,"W 5TH AVE + RAMP #1",,40.349985,-79.871699,01,,,,,0
10828,10828,"WALNUT ST + 9TH",,40.346976,-79.864033,01,,,,,0
1083,1083,"HEMLOCK DR + SAMPLE FS",,40.576425,-79.978994,01,,,,,0
10831,10831,"WALNUT ST + 7TH",,40.349058,-79.864512,01,,,,,0
1085,1085,"HEMLOCK DR + #4424",,40.578872,-79.980699,01,,,,,0
10881,10881,"DUQUESNE BLVD + CENTER",,40.363650,-79.842881,01,,,,,0
10884,10884,"2ND ST + KENNEDY",,40.371792,-79.846339,01,,,,,0
10885,10885,"2ND ST + GRANT",,40.373030,-79.846878,01,,,,,0
10886,10886,"GRANT AVE + 1ST",,40.373374,-79.845977,01,,,,,0
10888,10888,"DUQUESNE BLVD + OAKMONT",,40.380765,-79.855038,01,,,,,0
10889,10889,"DUQUESNE BLVD + FAIRMONT",,40.382068,-79.856386,01,,,,,0
10890,10890,"DUQUESNE BLVD + COMMONWEALTH",,40.382941,-79.857302,01,,,,,0
10892,10892,"KENNYWOOD BLVD + HOFFMAN",,40.384975,-79.862540,01,,,,,0
10894,10894,"KENNYWOOD BLVD + GLEN",,40.390578,-79.869040,01,,,,,0
1090,1090,"REMINGTON DR + HAZLETT",,40.560087,-80.011021,01,,,,,0
10902,10902,"8TH AVE + GRANT",,40.409319,-79.898462,01,,,,,0
10903,10903,"8TH AVE + ANDREW",,40.409207,-79.901489,01,,,,,0
10905,10905,"8TH AVE + HEISEL",,40.409062,-79.904030,01,,,,,0
10906,10906,"8TH AVE + DICKSON",,40.408980,-79.905195,01,,,,,0
10907,10907,"8TH AVE + MCCLURE",,40.408826,-79.907397,01,,,,,0
10908,10908,"8TH AVE + ANN",,40.407979,-79.909218,01,,,,,0
10909,10909,"8TH AVE + AMITY",,40.407175,-79.910787,01,,,,,0
10910,10910,"8TH AVE + WEST (HI-LEVEL BRIDGE)",,40.406222,-79.912062,01,,,,,0
10913,10913,"BROWNS HILL RD + IMOGENE RD",,40.415316,-79.924617,01,,,,,0
10914,10914,"MURRAY AVE + LORETTA",,40.421788,-79.928753,01,,,,,0
10915,10915,"MURRAY AVE + LILAC",,40.423092,-79.928628,01,,,,,0
10916,10916,"MURRAY AVE + WELFER",,40.424896,-79.928058,01,,,,,0
10918,10918,"MURRAY AVE + #2825",,40.427736,-79.925852,01,,,,,0
10919,10919,"MURRAY AVE + MORROWFIELD",,40.428223,-79.924777,01,,,,,0
1092,1092,"REMINGTON DR + BALMORAL #1",,40.558434,-80.008812,01,,,,,0
10920,10920,"MURRAY AVE + FORWARD",,40.429877,-79.923403,01,,,,,0
10921,10921,"MURRAY AVE + PHILLIPS",,40.432237,-79.923099,01,,,,,0
10922,10922,"MURRAY AVE + HOBART",,40.433577,-79.922917,01,,,,,0
10923,10923,"MURRAY AVE + BEACON NS",,40.434610,-79.922780,01,,,,,0
10924,10924,"MURRAY AVE + BARTLETT",,40.436209,-79.922831,01,,,,,0
1093,1093,"REMINGTON DR + REGENCY",,40.556194,-80.007591,01,,,,,0
10930,10930,"LEBANON CHURCH RD + RODEO",,40.352940,-79.917364,01,,,,,0
10932,10932,"LEBANON CHURCH RD + POLK",,40.354194,-79.912200,01,,,,,0
10934,10934,"LEBANON CHURCH RD + #4220",,40.352092,-79.907612,01,,,,,0
10935,10935,"LEBANON CHURCH RD + #4512",,40.352293,-79.903280,01,,,,,0
10936,10936,"LEBANON CHURCH RD + PLEASANT",,40.353712,-79.901432,01,,,,,0
1094,1094,"REMINGTON DR + BALMORAL #2",,40.555130,-80.007530,01,,,,,0
10941,10941,"RICHLAND AVE + BRIDGE STEPS",,40.348041,-79.891286,01,,,,,0
10942,10942,"W 5TH AVE + RAMP #2",,40.346625,-79.880719,01,,,,,0
10946,10946,"W 5TH AVE + REBECCA",,40.350037,-79.873698,01,,,,,0
10947,10947,"MURRAY AVE + DARLINGTON",,40.437173,-79.922999,01,,,,,0
10948,10948,"MURRAY AVE + BARTLETT",,40.436133,-79.922916,01,,,,,0
1095,1095,"REMINGTON DR + WALDWICK",,40.554142,-80.007485,01,,,,,0
10950,10950,"MURRAY AVE + HOBART",,40.433853,-79.923009,01,,,,,0
10951,10951,"MURRAY AVE + PHILLIPS",,40.432522,-79.923188,01,,,,,0
10952,10952,"MURRAY AVE + FORWARD",,40.430171,-79.923505,01,,,,,0
10953,10953,"MURRAY AVE + MORROWFIELD",,40.428107,-79.925165,01,,,,,0
10954,10954,"MURRAY AVE + BURCHFIELD",,40.427500,-79.926342,01,,,,,0
10956,10956,"MURRAY AVE + WELFER",,40.425058,-79.928130,01,,,,,0
10957,10957,"MURRAY AVE + LILAC",,40.423292,-79.928685,01,,,,,0
10958,10958,"BROWNS HILL RD + IMOGENE RD",,40.415666,-79.925160,01,,,,,0
10959,19376,"BROWNS HILL RD +PARKVIEW BLVD",,40.413866,-79.922983,01,,,,,0
1096,1096,"ENNERDALE LN + DOUNREAY",,40.551537,-80.006790,01,,,,,0
10961,10961,"8TH AVE AT WEST ST FS",,40.406204,-79.911854,01,,,,,0
10962,10962,"8TH AVE + AMITY FS",,40.407135,-79.910571,01,,,,,0
10963,10963,"8TH AVE + ANN FS",,40.407894,-79.909069,01,,,,,0
10964,10964,"8TH AVE + MCCLURE",,40.408667,-79.907564,01,,,,,0
10968,10968,"8TH AVE + GRANT",,40.409218,-79.898828,01,,,,,0
10969,10969,"8TH AVE + RAVINE",,40.408717,-79.895468,01,,,,,0
1097,1097,"LAURELWOOD DR + #125",,40.551796,-80.005131,01,,,,,0
10975,10975,"KENNYWOOD BLVD + MIFFLIN",,40.401454,-79.880826,01,,,,,0
10977,10977,"KENNYWOOD BLVD + GLENN",,40.390712,-79.869320,01,,,,,0
10978,10978,"KENNYWOOD BLVD + GLENCAIRN",,40.389117,-79.867993,01,,,,,0
10979,10979,"KENNYWOOD BLVD + HOFFMAN",,40.385019,-79.863085,01,,,,,0
1098,1098,"LAURELWOOD DR + FENWICK",,40.551984,-80.002556,01,,,,,0
10981,10981,"DUQUESNE BLVD + COMMONWEALTH",,40.383000,-79.857584,01,,,,,0
10982,10982,"DUQUESNE BLVD + FAIRMONT",,40.382124,-79.856660,01,,,,,0
10983,10983,"DUQUESNE BLVD + OAKMONT",,40.380929,-79.855409,01,,,,,0
10984,10984,"DUQUESNE BLVD + OVERLAND",,40.379702,-79.854128,01,,,,,0
10988,10988,"2ND ST + GRANT",,40.373260,-79.847059,01,,,,,0
10989,10989,"2ND ST + KENNEDY FS",,40.371967,-79.846542,01,,,,,0
10991,10991,"LIBRARY PL AT DUQUESNE BLVD - DUQUESNE PNR",,40.371683,-79.843844,01,,,,,0
10992,10992,"DUQUESNE BLVD + CAMP",,40.369399,-79.842845,01,,,,,0
10994,10994,"DUQUESNE BLVD + CENTER",,40.363978,-79.842911,01,,,,,0
10995,10995,"LYSLE BLVD + 5TH",,40.352858,-79.847932,01,,,,,0
10999,10999,"W 5TH AVE + REBECCA",,40.350139,-79.873204,01,,,,,0
11,99993,"WOOD STREET STATION",,40.441827,-79.998804,FZ,,,,,0
110,98881,"NORTH SIDE STATION",,40.447859,-80.009498,FZ,,,,,0
1100,1100,"CHARTERWOOD DR + MCINTYRE",,40.551785,-80.000816,01,,,,,0
11001,11001,"W 5TH AVE + PERRY",,40.349015,-79.876911,01,,,,,0
11003,11003,"W 5TH AVE + RAMP #2",,40.346864,-79.880534,01,,,,,0
11005,11005,"RICHLAND AVE + 3RD",,40.349037,-79.891934,01,,,,,0
11009,11009,"LEBANON CHURCH RD + PGH-MCKEESPORT BLVD FS",,40.355934,-79.899839,01,,,,,0
1101,1101,"MCINTYRE DR + THOMPSON RUN",,40.552403,-79.998573,01,,,,,0
11010,11010,"LEBANON CHURCH RD + PLEASANT",,40.353692,-79.901525,01,,,,,0
11011,11011,"LEBANON CHURCH RD + #4513",,40.352298,-79.903528,01,,,,,0
11013,11013,"LEBANON CHURCH RD + WILSON",,40.352370,-79.906947,01,,,,,0
11015,11015,"LEBANON CHURCH RD + POLK",,40.354259,-79.912274,01,,,,,0
11016,11016,"LEBANON CHURCH RD + BUTTERMILK HOLLOW",,40.354296,-79.913500,01,,,,,0
11017,11017,"LEBANON CHURCH RD + VINDALE RD FS",,40.353855,-79.915251,01,,,,,0
11021,11021,"OLD ELIZABETH RD + BLUEMONT DR",,40.347405,-79.936855,01,,,,,0
11025,11025,"MCCLURE ST + 9TH",,40.408169,-79.906967,01,,,,,0
11026,11026,"9TH AVE + ANN",,40.407324,-79.908436,01,,,,,0
11027,11027,"9TH AVE + AMITY",,40.406542,-79.909984,01,,,,,0
11028,20949,"AMITY ST + 10TH",,40.405800,-79.909576,01,,,,,0
1103,1103,"AMITY DR + CARRIAGE",,40.549164,-79.996613,01,,,,,0
11031,11031,"WEST ST + 15TH",,40.402010,-79.906926,01,,,,,0
11032,11032,"WEST ST + 17TH",,40.400719,-79.905710,01,,,,,0
11033,11033,"WEST ST + 18TH",,40.400050,-79.905137,01,,,,,0
11034,11034,"WEST ST + MUNHALL BORO BLDG",,40.399179,-79.904375,01,,,,,0
11035,11035,"WEST ST + 21ST",,40.398052,-79.903405,01,,,,,0
11036,11036,"22ND AVE + MAIN",,40.397720,-79.901853,01,,,,,0
11038,11038,"MAIN ST + HOMESTEAD-DUQUESNE",,40.395499,-79.899682,01,,,,,0
11039,11039,"MAIN ST + EDNA",,40.393230,-79.900278,01,,,,,0
1104,1104,"AMITY DR + LINGAY",,40.547661,-79.994705,01,,,,,0
11040,11040,"MAIN ST + E JAMES",,40.391660,-79.900490,01,,,,,0
11041,11041,"MAIN ST + WOODLAWN",,40.390864,-79.900698,01,,,,,0
11042,11042,"MAIN ST + W OLIVER FS",,40.389844,-79.900966,01,,,,,0
11043,11043,"MAIN ST + MARION",,40.387988,-79.901938,01,,,,,0
11044,11044,"MAIN ST + MILLER",,40.387359,-79.902317,01,,,,,0
11045,11045,"MAIN ST + VIRGINIA",,40.385967,-79.903013,01,,,,,0
11046,11046,"MAIN ST + EMERSON",,40.385283,-79.903382,01,,,,,0
11047,11047,"MAIN ST + BOTSFORD",,40.384692,-79.903685,01,,,,,0
11048,11048,"MAIN ST + GRACE",,40.383192,-79.904454,01,,,,,0
11049,11049,"MAIN ST + CAMBRIA",,40.381678,-79.906013,01,,,,,0
1105,1105,"AMITY DR + #213",,40.545715,-79.994515,01,,,,,0
11050,11050,"MAIN ST + W LEHIGH",,40.380903,-79.906563,01,,,,,0
11051,11051,"MAIN ST + LESLIE",,40.379611,-79.907307,01,,,,,0
11052,11052,"MAIN ST + N LEHIGH",,40.378549,-79.908122,01,,,,,0
11053,11053,"MAIN ST + WEST RUN (BRIERLY LANE)",,40.377145,-79.909195,01,,,,,0
11054,11054,"INTERBORO AVE + LINDBERG FS",,40.375433,-79.910523,01,,,,,0
11055,11055,"INTERBORO AVE + PLAPORT",,40.373828,-79.911892,01,,,,,0
11056,11056,"INTERBORO AVE + LEASIDE",,40.372220,-79.912366,01,,,,,0
11057,11057,"INTERBORO AVE + MIFFLIN",,40.369951,-79.912954,01,,,,,0
1106,1106,"AMITY DR + BLAZE",,40.544907,-79.993431,01,,,,,0
11065,11065,"HAZELWOOD AVE + GREENFIELD AVE",,40.419731,-79.928993,01,,,,,0
11068,11068,"GREENFIELD AVE + DELEVAN",,40.423521,-79.931631,01,,,,,0
1107,1107,"AMITY DR + SUTTER",,40.543476,-79.992554,01,,,,,0
11071,11071,"GREENFIELD AVE + GRAPHIC",,40.424362,-79.935158,01,,,,,0
11072,11072,"GREENFIELD AVE + MCCASLIN",,40.424297,-79.936081,01,,,,,0
11073,11073,"GREENFIELD AVE + CITY STEPS",,40.424559,-79.937667,01,,,,,0
11075,11075,"HALKET ST + LOUISA ST",,40.437051,-79.959414,01,,,,,0
11076,11076,"HALKET ST + FORBES",,40.438406,-79.961113,01,,,,,0
11077,11077,"MURRAY AVE + FORBES",,40.438273,-79.923017,01,,,,,0
11078,11078,"SHADY AVE + AYLESBORO",,40.440182,-79.919523,01,,,,,0
11079,11079,"SHADY AVE + NORTHUMBERLAND",,40.441695,-79.919804,01,,,,,0
1108,1108,"SUTTER DR + THOMPSON",,40.543377,-79.993492,01,,,,,0
11080,11080,"SHADY AVE + SOLWAY",,40.442656,-79.920096,01,,,,,0
11081,11081,"SHADY AVE + WILKINS",,40.443756,-79.920424,01,,,,,0
11082,11082,"SHADY AVE + HASTINGS",,40.445570,-79.920974,01,,,,,0
11083,11083,"SHADY AVE + BRAEBURN",,40.448456,-79.921234,01,,,,,0
11084,11084,"SHADY AVE + HIGHMONT",,40.449823,-79.920672,01,,,,,0
11088,11088,"NEGLEY AVE + E BUSWAY STEPS",,40.456074,-79.933304,01,,,,,0
1109,1109,"THOMPSON RUN RD + WHITE OAK",,40.541959,-79.992438,01,,,,,0
11092,11092,"S. BEATTY ST + PENN NS",,40.461603,-79.927100,01,,,,,0
11097,CD11097,"SHADY AVE + 5TH NS",,40.453129,-79.920891,01,,,,,0
11098,11098,"SHADY AVE + HIGHMONT",,40.449905,-79.920763,01,,,,,0
11099,11099,"SHADY AVE + DEVERAUX",,40.448005,-79.921531,01,,,,,0
111,98880,"GATEWAY STATION",,40.441420,-80.003978,FZ,,,,,0
1110,1110,"THOMPSON RUN RD + SANGREE",,40.538902,-79.990189,01,,,,,0
11100,11100,"SHADY AVE + HASTINGS",,40.445796,-79.921162,01,,,,,0
11101,11101,"SHADY AVE + WILKINS",,40.444057,-79.920635,01,,,,,0
11102,11102,"WHITAKER WAY + HIGHWOOD",,40.405958,-79.892995,01,,,,,0
11103,18403,"WHITAKER WAY + LARKSPUR ST",,40.403488,-79.890361,01,,,,,0
11105,11105,"WHITAKER WAY + SCHWAB",,40.401897,-79.888633,01,,,,,0
11106,11106,"WHITAKER WAY + OAK",,40.400207,-79.886933,01,,,,,0
11107,11107,"WHITAKER WAY + GRANT",,40.399522,-79.886239,01,,,,,0
11108,11108,"WHITAKER WAY + MIFFLIN",,40.398767,-79.885486,01,,,,,0
11109,11109,"MIDWAY DR + WHITAKER FS",,40.398054,-79.884526,01,,,,,0
1111,1111,"THOMPSON RUN RD + CHERRINGTON",,40.536461,-79.990349,01,,,,,0
11110,11110,"MIDWAY DR + #18C",,40.397286,-79.882713,01,,,,,0
11111,11111,"MIDWAY DR + #24",,40.397647,-79.880800,01,,,,,0
11114,11114,"MIDWAY DR + #4A",,40.397606,-79.883239,01,,,,,0
11115,11115,"MIDWAY DR + #1F",,40.398099,-79.884419,01,,,,,0
11116,11116,"WHITAKER ST + MIFFLIN F S",,40.398801,-79.885425,01,,,,,0
11117,11117,"WHITAKER ST + GRANT",,40.399459,-79.886088,01,,,,,0
11118,11118,"WHITAKER ST + OAK ST",,40.400290,-79.886927,01,,,,,0
11119,11119,"WHITAKER WAY + SCHWAB",,40.401642,-79.888273,01,,,,,0
11121,11121,"WHITAKER WAY + LARKSPUR",,40.403261,-79.890045,01,,,,,0
11123,11123,"WHITAKER WAY + HIGHWOOD",,40.405989,-79.892801,01,,,,,0
11126,11126,"LONG RUN RD + COOLSPRINGS",,40.332568,-79.813734,01,,,,,0
11127,11127,"LONG RUN RD + SUNSET",,40.334998,-79.811413,01,,,,,0
11128,11128,"JACKS RUN RD + OAK PARK MALL",,40.337842,-79.807186,01,,,,,0
11129,11129,"JACKS RUN RD + #3030",,40.344622,-79.796654,01,,,,,0
1113,1113,"THOMPSON RUN RD + HODIL",,40.534863,-79.990440,01,,,,,0
11130,11130,"JACKS RUN RD + MCKEESPORT SPORTSMENS ASSOC",,40.358595,-79.786057,01,,,,,0
